x1,x2,y
+0.989994-0.141107j,-0.872799-0.488080j,-4.012406-4.327964j
-0.417639+0.908613j,+0.805178-0.593033j,+5.188510-2.018423j
-0.741642+0.670796j,+0.379263+0.925289j,+0.809179+9.414699j
-0.995596+0.093745j,-0.072968-0.997334j,-3.570536-7.697439j
-0.699704-0.714433j,-0.968451+0.249206j,-9.846716-0.149652j
-0.934630+0.355622j,+0.525537-0.850771j,+1.400409-5.739300j
+0.058593-0.998282j,+0.131764+0.991281j,+1.229890+4.935403j
-0.870642+0.491917j,-0.793297+0.608835j,-8.958299+6.346434j
-0.950632+0.310322j,+0.879107-0.476625j,+4.180957-2.882038j
-0.325155-0.945661j,+0.898720-0.438523j,+6.214294-6.345169j
+0.692920+0.721014j,+0.167232+0.985918j,+3.416615+10.050383j
-0.269245-0.963072j,-0.963753+0.266795j,-8.517762-0.754856j
-0.980617+0.195935j,+0.776207+0.630478j,+3.267805+5.631630j
-0.244247-0.969713j,+0.424078-0.905626j,+2.659883-10.154143j
+0.948099+0.317976j,-0.495183+0.868788j,-1.117171+7.904235j
+0.851981-0.523572j,-0.634657+0.772794j,-2.521311+4.611636j
+0.615658+0.788014j,-0.138743-0.990328j,+0.737027-5.558586j
+0.299211-0.954187j,+0.662479-0.749080j,+6.197466-8.855204j
-0.892611-0.450828j,-0.498761+0.866739j,-6.667923+5.581431j
-0.891426+0.453165j,+0.617557-0.786526j,+2.266176-4.932713j
-0.866132+0.499815j,-0.977193+0.212351j,-10.415943+3.198256j
-0.800024+0.599968j,+0.773000-0.634406j,+3.783930-3.275342j
-0.964290-0.264848j,+0.885462+0.464713j,+4.190822+2.923158j
+0.667511+0.744600j,+0.789469-0.613790j,+8.318287-2.676518j
+0.499013-0.866594j,+0.436605-0.899653j,+4.989881-9.797009j
-0.939424-0.342758j,-0.641369+0.767233j,-7.949223+5.109586j
+0.624914-0.780693j,+0.621074-0.783752j,+6.843338-8.612093j
+0.367240+0.930126j,+0.085901+0.996304j,+1.788926+10.760808j
+0.753678-0.657244j,-0.133605+0.991035j,+1.192195+5.956545j
-0.752560+0.658523j,-0.968727+0.248129j,-10.007498+3.960599j
+0.786201-0.617971j,+0.883284+0.468838j,+9.424875+1.896794j
+0.994208+0.107474j,+0.658638-0.752460j,+8.251728-5.697257j
+0.345916-0.938265j,+0.918508+0.395403j,+8.385811+0.348426j
+0.094672-0.995509j,-0.728655-0.684881j,-5.545225-8.465572j
+0.503905-0.863759j,+0.959611-0.281330j,+9.188604-4.841915j
+0.564274-0.825588j,+0.916893+0.399133j,+9.027965+0.716302j
-0.359864+0.933005j,-0.115971-0.993253j,-2.007361-5.147006j
-0.992683-0.120749j,-0.857372+0.514697j,-9.837027+3.755326j
-0.976459+0.215703j,+0.719726-0.694258j,+2.828430-4.906957j
-0.875992-0.482326j,-0.086912-0.996216j,-3.323275-9.416705j
-0.835414+0.549622j,+0.956275+0.292468j,+5.143961+3.988608j
-0.869167-0.494518j,-0.002056-0.999998j,-2.623954-9.483537j
-0.824268+0.566200j,-0.989065-0.147478j,-10.385325+0.518773j
-0.784117+0.620613j,-0.267869+0.963455j,-4.495300+9.569483j
-0.900490+0.434876j,+0.317030+0.948416j,-0.165233+8.891952j
-0.012536+0.999921j,+0.637576+0.770387j,+5.063002+9.162861j
-0.611593-0.791172j,-0.974914-0.222581j,-9.634094-4.154167j
-0.853874+0.520480j,+0.098067+0.995180j,-1.777085+9.522879j
-0.980892+0.194554j,-0.582285+0.812985j,-7.600953+7.087542j
+0.224728-0.974422j,+0.999870+0.016113j,+8.673144-2.794364j
-0.718863+0.695152j,-0.903665+0.428241j,-9.385906+5.511383j
+0.515395+0.856953j,+0.260323-0.965521j,+3.628771-5.153313j
-0.373982+0.927436j,+0.420652+0.907222j,+2.243270+10.040084j
-0.915754-0.401739j,+0.090286+0.995916j,-2.024977+6.762111j
+0.291716-0.956505j,-0.998127+0.061177j,-7.109869-2.380103j
+0.012288+0.999925j,-0.959206+0.282707j,-7.636787+5.261431j
+0.693132-0.720811j,+0.997828-0.065867j,+10.062024-2.689369j
+0.998627-0.052394j,+0.605955+0.795499j,+7.843521+6.206809j
+0.471154-0.882051j,+0.442371-0.896832j,+4.952433-9.820809j
-0.994377-0.105896j,-0.917378+0.398018j,-10.322152+2.866459j
-0.760956+0.648804j,+0.352687+0.935741j,+0.538631+9.432341j
-0.940392+0.340091j,-0.999600+0.028289j,-10.817976+1.246584j
+0.889444-0.457045j,-0.378020+0.925798j,-0.355827+6.035245j
-0.869408-0.494094j,+0.999981+0.006170j,+5.391623-1.432925j
-0.797692-0.603065j,-0.965066-0.262008j,-10.113600-3.905263j
+0.652830-0.757504j,+0.729705+0.683762j,+7.796130+3.197586j
-0.999878+0.015626j,-0.894846+0.446376j,-10.158399+3.617883j
-0.762735-0.646711j,-0.721563-0.692349j,-8.060709-7.478924j
+0.731805-0.681514j,+0.955162-0.296085j,+9.836708-4.413223j
-0.116396+0.993203j,-0.930624-0.365977j,-7.794181+0.051796j
+0.899153+0.437634j,-0.999983+0.005793j,-5.302406+1.359247j
-0.556172-0.831067j,+0.779990+0.625792j,+4.571402+2.513137j
-0.246364-0.969177j,+0.997134+0.075652j,+7.237983-2.302317j
-0.155592-0.987821j,-0.807086-0.590434j,-6.923462-7.686938j
+0.577953-0.816070j,+0.268245+0.963351j,+3.879819+5.258595j
-0.850214-0.526438j,+0.944519-0.328458j,+5.005508-4.206977j
+0.056548+0.998400j,+0.972197+0.234163j,+7.947224+4.868504j
+0.659010-0.752135j,+0.438670+0.898648j,+5.486391+4.932781j
-0.282713+0.959205j,+0.842210-0.539150j,+5.889540-1.435585j
-0.946248+0.323441j,+0.445269+0.895397j,+0.723408+8.133497j
+0.731595+0.681739j,+0.542095-0.840317j,+6.531542-4.677321j
-0.809738-0.586792j,+0.997595+0.069309j,+5.551549-1.205905j
+0.848268-0.529568j,-0.993359-0.115059j,-5.402066-2.509173j
-0.923503+0.383592j,+0.057825-0.998327j,-2.307907-6.835837j
-0.568630-0.822593j,+0.881234+0.472680j,+5.343983+1.313660j
+0.372807+0.927909j,+0.117254-0.993102j,+2.056455-5.161088j
-0.073512-0.997294j,-0.829301+0.558802j,-6.854947+1.478532j
+0.464303+0.885676j,-0.785916-0.618334j,-4.894418-2.289639j
-0.809155+0.587595j,+0.761136-0.648593j,+3.661621-3.425955j
+0.955780-0.294083j,+0.869317-0.494256j,+9.821872-4.836295j
+0.995328-0.096553j,-0.908027+0.418911j,-4.278236+3.061627j
+0.870815+0.491611j,-0.431479+0.902123j,-0.839387+8.691817j
-0.977856-0.209278j,+0.940959-0.338520j,+4.594105-3.335993j
-0.986669+0.162741j,-0.163147-0.986602j,-4.265179-7.404591j
+0.395916-0.918287j,+0.906433-0.422349j,+8.439216-6.133651j
+0.620473+0.784228j,-0.713164+0.700998j,-3.843890+7.960665j
+0.962789+0.270255j,-0.847632-0.530585j,-3.892689-3.433913j
+0.902988+0.429667j,+0.195798-0.980644j,+4.275349-6.556153j
+0.937304-0.348512j,-0.597545-0.801835j,-1.968447-7.460221j
+0.736542-0.676391j,+0.951890+0.306440j,+9.824747+0.422344j
+0.999570+0.029307j,+0.373040-0.927815j,+5.983034-7.334600j
+0.974584+0.224022j,+0.932307+0.361668j,+10.382209+3.565407j
-0.370955+0.928651j,-0.440073+0.897962j,-4.633449+9.969649j
-0.992387+0.123159j,-0.239290+0.970948j,-4.891478+8.137063j
+0.894021+0.448025j,-0.876386-0.481609j,-4.329027-2.508795j
+0.324803+0.945782j,-0.606938+0.794749j,-3.881092+9.195341j
+0.931040+0.364918j,+0.539827-0.841776j,+7.111735-5.639453j
-0.718158-0.695880j,+0.792496+0.609877j,+4.185495+2.791375j
+0.607148+0.794589j,-0.993374+0.114928j,-6.125546+3.303187j
+0.083330+0.996522j,+0.943048-0.332656j,+7.794377+0.328316j
-0.637249+0.770658j,+0.277628+0.960689j,+0.309280+9.997483j
+0.942865+0.333176j,-0.350442+0.936584j,+0.025055+8.492202j
+0.975720-0.219021j,+0.968655-0.248411j,+10.676399-2.644347j
+0.927320-0.374269j,-0.706305-0.707908j,-2.868478-6.786070j
-0.731969+0.681338j,+0.255646-0.966771j,-0.150743-5.690151j
+0.015023-0.999887j,+0.324579-0.945859j,+2.641702-10.566530j
-0.892474+0.451099j,+0.478348+0.878170j,+1.149365+8.378657j
-0.772232+0.635341j,+0.814388+0.580321j,+4.198409+6.548588j
+0.033531+0.999438j,-0.602632+0.798019j,-4.720463+9.382466j
+0.998875+0.047414j,+0.833313-0.552802j,+9.663127-4.280175j
+0.961320+0.275433j,+0.701869-0.712306j,+8.498911-4.872153j
+0.980526+0.196387j,-0.076456-0.997073j,+2.329930-7.387421j
+0.778066+0.628182j,-0.985580+0.169213j,-5.550438+3.238249j
+0.986861+0.161574j,-0.811986+0.583677j,-3.535308+5.154135j
-0.296876-0.954916j,-0.374212+0.927343j,-3.884322+4.553998j
+0.075651+0.997134j,+0.412754+0.910842j,+3.528988+10.278142j
-0.998254-0.059069j,-0.097141-0.995271j,-3.771889-8.139372j
+0.739384-0.673284j,-0.680470+0.732776j,-3.225611+3.842353j
-0.974765-0.223235j,+0.957090+0.289792j,+4.732424+1.648628j
+0.230662+0.973034j,+0.795570+0.605862j,+7.056543+7.766000j
-0.496481+0.868047j,-0.564103-0.825704j,-6.002271-4.001491j
+0.990378-0.138387j,+0.209721+0.977761j,+4.648899+7.406930j
+0.158332-0.987386j,-0.226508-0.974009j,-1.337069-10.754232j
+0.482111-0.876110j,+0.348678-0.937243j,+4.235756-10.126272j
-0.829162+0.559008j,+0.995379-0.096023j,+5.475547+0.908843j
+0.923582+0.383400j,-0.248852+0.968542j,+0.779931+8.898532j
+0.249397+0.968401j,+0.174667+0.984628j,+2.145524+10.782225j
-0.318962+0.947767j,-0.106686+0.994293j,-1.810373+10.797645j
-0.148441+0.988921j,-0.743677+0.668539j,-6.394738+8.315077j
+0.165036+0.986288j,+0.996671+0.081535j,+8.468471+3.611140j
-0.073381-0.997304j,-0.993784-0.111323j,-8.170418-3.882493j
-0.632080-0.774903j,+0.961282+0.275565j,+5.794020-0.120189j
+0.552543-0.833484j,-0.430187-0.902740j,-1.783868-9.722370j
+0.980886-0.194581j,+0.910915-0.412594j,+10.229981-3.884493j
-0.108557+0.994090j,-0.990021-0.140920j,-8.245840+1.854914j
-0.546844-0.837234j,-0.980855-0.194741j,-9.487371-4.069629j
-0.532561+0.846391j,+0.032255-0.999480j,-1.339645-5.456663j
+0.053916+0.998545j,-0.884094+0.467310j,-6.911001+6.734114j
-0.142126-0.989849j,-0.133647-0.991029j,-1.495556-10.897777j
+0.318681-0.947862j,-0.404949+0.914339j,-2.283549+4.471128j
-0.847886+0.530179j,+0.128638+0.991692j,-1.514550+9.524069j
+0.264782-0.964308j,+0.967130-0.254283j,+8.531385-4.927189j
+0.838853-0.544358j,+0.513366-0.858170j,+6.623488-8.498432j
+0.628822-0.777550j,+0.387035-0.922065j,+4.982744-9.709169j
-0.998855-0.047850j,-0.308410+0.951253j,-5.463848+7.466478j
+0.048635-0.998817j,-0.934641-0.355592j,-7.331228-5.841182j
+0.009288-0.999957j,+0.999998-0.001762j,+8.027853-3.013966j
-0.110168+0.993913j,-0.598649-0.801011j,-5.119697-3.426352j
-0.582609-0.812753j,-0.585264-0.810843j,-6.429937-8.925002j
+0.543381-0.839486j,-0.291057+0.956706j,-0.698309+5.135189j
+0.410771+0.911739j,-0.999979+0.006503j,-6.767518+2.787237j
-0.513169+0.858288j,-0.586433+0.809998j,-6.230969+9.054846j
+0.446652-0.894708j,+0.856954+0.515393j,+8.195589+1.439017j
-0.033890+0.999426j,-0.756547-0.653940j,-6.154046-2.233240j
+0.332928+0.942952j,-0.992797+0.119805j,-6.943597+3.787298j
-0.740226+0.672358j,-0.607873-0.794034j,-7.083661-4.335203j
+0.895641+0.444778j,-0.591752+0.806120j,-2.047095+7.783293j
-0.997826+0.065908j,-0.689711+0.724085j,-8.511167+5.990399j
-0.980545-0.196294j,+0.329928+0.944006j,-0.302212+6.963168j
+0.092584+0.995705j,-0.224738-0.974419j,-1.520150-4.808240j
+0.953627-0.300991j,+0.248232+0.968701j,+4.846739+6.846631j
-0.018165+0.999835j,+0.764180-0.645002j,+6.058948-2.160515j
-0.934151+0.356878j,-0.860711+0.509094j,-9.688142+5.143383j
+0.826370+0.563127j,+0.649571+0.760301j,+7.675681+7.771787j
+0.818571-0.574405j,-0.664927+0.746908j,-2.863705+4.252049j
+0.647206-0.762315j,-0.832246-0.554406j,-4.716353-6.722193j
-0.039009-0.999239j,-0.377474+0.926020j,-3.136821+4.410444j
+0.997490+0.070809j,+0.999327+0.036687j,+10.987084+0.505922j
+0.930916-0.365233j,+0.998294+0.058388j,+10.779100-0.628595j
+0.457328+0.889298j,-0.138935+0.990301j,+0.260503+10.590305j
+0.873041-0.487647j,-0.799998+0.600003j,-3.780858+3.337085j
+0.827374+0.561652j,+0.479315+0.877643j,+6.316641+8.706098j
+0.887352+0.461093j,+0.936382-0.350983j,+10.153111-1.424581j
-0.071755-0.997422j,-0.548404+0.836214j,-4.602494+3.697443j
+0.993173-0.116647j,-0.549439-0.835534j,-1.415992-7.034211j
+0.728478+0.685069j,+0.960494+0.278300j,+9.869388+4.281607j
+0.988423+0.151724j,-0.721769-0.692134j,-2.808887-5.081897j
+0.315875-0.948801j,-0.439196-0.898391j,-2.565946-10.033532j
-0.843510-0.537113j,-0.997473+0.071044j,-10.510316-1.042989j
+0.972787-0.231703j,+0.992191+0.124724j,+10.855892+0.302685j
+0.439108+0.898434j,-0.268258+0.963347j,-0.828736+10.402080j
+0.053647-0.998560j,+0.995979+0.089586j,+8.128773-2.278995j
-0.495411+0.868659j,+0.854818-0.518927j,+5.352315-1.545441j
-0.191907+0.981413j,+0.789894+0.613244j,+5.743429+7.850190j
-0.213080-0.977035j,-0.627015+0.779007j,-5.655359+3.300954j
+0.869641-0.493684j,-0.810020-0.586402j,-3.871238-6.172267j
-0.131163-0.991361j,+0.943873+0.330308j,+7.157495-0.331616j
+0.415457-0.909613j,+0.729728+0.683738j,+7.084194+2.741063j
-0.867851-0.496824j,-0.528929+0.848666j,-6.834988+5.298856j
-0.642652-0.766158j,+0.800394-0.599475j,+4.475193-7.094272j
-0.952622-0.304156j,-0.653775-0.756689j,-8.088066-6.965981j
+0.868073+0.496436j,-0.834410-0.551145j,-4.071057-2.919850j
+0.941671+0.336534j,-0.619252-0.785192j,-2.129003-5.271936j
+0.486479+0.873692j,-0.933411+0.358809j,-6.007853+5.491546j
+0.450211-0.892922j,-0.787576+0.616217j,-4.949978+2.250971j
-0.204066-0.978957j,-0.569188+0.822207j,-5.165702+3.640789j
+0.507629-0.861576j,-0.993023+0.117920j,-6.421297-1.641363j
+0.916034-0.401100j,-0.939672-0.342077j,-4.769273-3.939916j
+0.477667-0.878541j,-0.001541+0.999999j,+1.420674+5.364368j
-0.986380-0.164484j,+0.173711+0.984797j,-1.569452+7.384921j
+0.761925+0.647665j,+0.997868+0.065271j,+10.268717+2.465165j
-0.855626-0.517595j,-0.990478+0.137668j,-10.490704-0.451441j
-0.801680-0.597753j,+0.667213+0.744867j,+2.932666+4.165674j
+0.863523-0.504310j,+0.996942-0.078142j,+10.566106-2.138063j
-0.894874-0.446319j,+0.293480-0.955965j,-0.336778-8.986679j
-0.573436+0.819250j,+0.932012-0.362427j,+5.735790-0.441662j
+0.951349-0.308114j,+0.875026+0.484075j,+9.854258+2.948261j
-0.392878-0.919590j,-0.999971-0.007584j,-9.178405-2.819447j
+0.932726+0.360587j,-0.711940+0.702240j,-2.897344+6.699683j
+0.748098+0.663588j,+0.413574+0.910471j,+5.552884+9.274529j
+0.748012+0.663685j,+0.133072-0.991106j,+3.308609-5.937795j
+0.117979+0.993016j,-0.935919-0.352216j,-7.133412+0.161318j
+0.961693+0.274129j,+0.881274+0.472605j,+9.935274+4.603228j
-0.999944-0.010620j,+0.184293-0.982871j,-1.525488-7.894832j
-0.136768+0.990603j,-0.828257-0.560349j,-7.036358-1.510981j
-0.993180-0.116590j,-0.885112+0.465379j,-10.060433+3.373262j
-0.529712+0.848177j,+0.981292+0.192526j,+6.261198+4.084741j
+0.105832-0.994384j,+0.503252+0.864139j,+4.343517+3.929963j
+0.862136+0.506677j,-0.544278-0.838905j,-1.767818-5.191208j
+0.918975+0.394315j,+0.547300+0.836936j,+7.135327+7.878437j
+0.835834+0.548982j,+0.717484+0.696575j,+8.247379+7.219541j
+0.508915+0.860817j,-0.848536+0.529137j,-5.261544+6.815549j
+0.385009-0.922913j,+0.857002-0.515312j,+8.011047-6.891237j
+0.074493+0.997222j,-0.089027+0.996029j,-0.488739+10.959898j
+0.747238+0.664556j,-0.680137-0.733085j,-3.199379-3.871014j
+0.389274-0.921122j,-0.470016-0.882658j,-2.592305-9.824630j
+0.688803+0.724949j,+0.741073+0.671424j,+7.994994+7.546240j
-0.342572+0.939491j,+0.337769-0.941229j,+1.674437-4.711357j
-0.540182-0.841548j,-0.482080-0.876127j,-5.477183-9.533664j
-0.730905+0.682480j,+0.220664+0.975350j,-0.427399+9.850237j
+0.665235+0.746634j,+0.903210-0.429198j,+9.221386-1.193684j
+0.760811+0.648973j,-0.889176-0.457564j,-4.830977-1.713597j
-0.418535+0.908201j,+0.489742-0.871868j,+2.662327-4.250339j
-0.999336-0.036431j,-0.123870-0.992298j,-3.988966-8.047681j
+0.795186-0.606365j,+0.671872-0.740668j,+7.760532-7.744436j
-0.585471+0.810694j,-0.986348-0.164673j,-9.647198+1.114698j
+0.028544+0.999593j,-0.996647+0.081818j,-7.887547+3.653321j
+0.136041+0.990703j,+0.237265-0.971445j,+2.306239-4.799451j
+0.860074-0.510170j,-0.208348-0.978055j,+0.913437-9.354947j
-0.881906+0.471426j,-0.133897+0.990995j,-3.716894+9.342239j
+0.679601-0.733582j,+0.907804-0.419394j,+9.301238-5.555897j
-0.025255-0.999681j,+0.971796-0.235824j,+7.698603-4.885633j
+0.975364+0.220603j,+0.847766-0.530371j,+9.708216-3.581161j
-0.966573-0.256392j,+0.984160-0.177284j,+4.973558-2.187449j
-0.425348-0.905030j,-0.637294-0.770620j,-6.374398-8.880054j
-0.756559-0.653926j,-0.671707-0.740817j,-7.643330-7.888315j
-0.645214+0.764002j,+0.352960+0.935639j,+0.888035+9.777115j
-0.908191+0.418555j,-0.765707+0.643189j,-8.850233+6.401178j
+0.904000-0.427533j,+0.985767+0.168119j,+10.598132+0.062356j
+0.667327+0.744765j,+0.997693+0.067894j,+9.983522+2.777443j
-0.829993-0.557773j,+0.883883+0.467708j,+4.581086+2.068340j
-0.066220+0.997805j,-0.785714+0.618590j,-6.484370+7.942138j
-0.946293-0.323311j,-0.293408+0.955987j,-5.186140+6.677965j
+0.360696+0.932683j,-0.657425-0.753520j,-4.177310-3.230111j
-0.303641-0.952786j,-0.942401-0.334485j,-8.450132-5.534239j
-0.464998+0.885312j,-0.913321-0.407241j,-8.701559-0.601992j
+0.998466-0.055371j,-0.764212+0.644966j,-3.118295+4.993614j
-0.934045-0.357156j,+0.103069-0.994674j,-1.977582-9.028863j
+0.998090-0.061777j,+0.815315+0.579017j,+9.516793+4.446807j
-0.197345-0.980334j,-0.728080-0.685492j,-6.416676-8.424939j
-0.492000-0.870595j,+0.447164-0.894452j,+2.101311-9.767401j
-0.927146-0.374701j,+0.916377-0.400318j,+4.549575-4.326644j
+0.968875-0.247551j,+0.696976-0.717094j,+8.482433-6.479408j
+0.509826+0.860278j,-0.036995+0.999315j,+1.233522+10.575356j
+0.728548+0.684995j,-0.721568+0.692344j,-3.586896+7.593737j
-0.982667-0.185380j,-0.942543+0.334085j,-10.488345+2.116538j
-0.921970+0.387262j,-0.571738+0.820436j,-7.339814+7.725276j
+0.721189-0.692739j,-0.185816+0.982585j,+0.677039+5.782460j
-0.172037+0.985091j,+0.882022+0.471209j,+6.540063+6.724943j
+0.961636+0.274328j,-0.669645+0.742681j,-2.472250+6.764435j
+0.836714+0.547640j,+0.530645-0.847594j,+6.755300-5.137836j
+0.358033-0.933709j,+0.999702+0.024424j,+9.071714-2.605737j
-0.995917-0.090277j,+0.408495-0.912760j,+0.280211-7.572915j
-0.987122+0.159968j,-0.702991+0.711199j,-8.585294+6.169493j
-0.701981-0.712196j,-0.398660-0.917099j,-5.295225-9.473377j
-0.373380+0.927678j,-0.743436-0.668807j,-7.067632-2.567418j
+0.536971+0.843601j,-0.324413+0.945915j,-0.984395+10.098126j
+0.620181-0.784459j,+0.389056+0.921214j,+4.972991+5.016337j
-0.996829-0.079574j,+0.860593+0.509294j,+3.894253+3.835633j
-0.114188-0.993459j,+0.590741+0.806861j,+4.383367+3.474511j
-0.970373+0.241610j,+0.524320-0.851522j,+1.283436-6.087342j
-0.232593+0.972574j,+0.996629-0.082038j,+7.275256+2.261420j
-0.999097+0.042485j,+0.325616+0.945502j,-0.392362+7.691471j
-0.113941-0.993487j,-0.949369-0.314165j,-7.936772-5.493780j
+0.058992-0.998258j,+0.999808+0.019582j,+8.175443-2.838122j
-0.021536-0.999768j,+0.704744+0.709461j,+5.573348+2.676387j
-0.453064-0.891478j,-0.590497+0.807040j,-6.083169+3.781884j
+0.897943+0.440112j,-0.724375+0.689407j,-3.101167+6.835589j
+0.869628+0.493708j,-0.986005-0.166718j,-5.279152+0.147375j
+0.357401-0.933951j,-0.917897-0.396819j,-6.270973-5.976402j
+0.269391+0.963031j,-0.998391-0.056707j,-7.178954+2.435440j
+0.420840-0.907135j,+0.934586+0.355736j,+8.739210+0.124487j
+0.991717+0.128439j,+0.372772+0.927923j,+5.957325+7.808703j
+0.434372+0.900734j,+0.538136+0.842858j,+5.608205+9.445064j
-0.967451+0.253059j,+0.992813-0.119678j,+5.040150-0.198245j
+0.998270+0.058796j,+0.822414-0.568890j,+9.574120-4.374732j
+0.413157-0.910660j,+0.936280-0.351254j,+8.729712-5.542013j
-0.693544-0.720414j,-0.659026+0.752120j,-7.352841+3.855716j
-0.836825-0.547470j,+0.446027-0.895020j,+1.057738-8.802566j
+0.960407+0.278602j,-0.999524+0.030852j,-5.114972+1.082623j
+0.005438+0.999985j,-0.016006+0.999872j,-0.111735+10.998931j
-0.232283+0.972648j,-0.966232-0.257674j,-8.426702+0.856552j
-0.308219-0.951315j,-0.083011+0.996549j,-1.588743+5.118443j
+0.892142-0.451756j,-0.921094+0.389339j,-4.692331+1.759446j
-0.158300-0.987391j,+0.605186+0.796084j,+4.366587+3.406499j
-0.256592+0.966520j,-0.710573+0.703623j,-6.454363+8.528544j
+0.860221-0.509921j,+0.424658-0.905354j,+5.977928-8.772593j
+0.488638-0.872486j,-0.544820+0.838553j,-2.892645+4.090965j
+0.918377-0.395706j,-0.973401-0.229107j,-5.032077-3.019978j
-0.198125-0.980177j,+0.245983-0.969274j,+1.373489-10.694724j
-0.816192+0.577780j,-0.548514-0.836141j,-6.836692-4.955789j
-0.085622-0.996328j,-0.733719+0.679453j,-6.126617+2.446642j
-0.320992-0.947082j,-0.406424+0.913685j,-4.214369+4.468231j
+0.760336-0.649530j,+0.698211+0.715892j,+7.866698+3.778544j
+0.056809+0.998385j,+0.533751+0.845641j,+4.440437+9.760287j
-0.823580-0.567200j,-0.999086+0.042742j,-10.463429-1.359664j
+0.967087+0.254447j,+0.542027-0.840361j,+7.237476-5.959549j
+0.999722-0.023564j,+0.864927+0.501898j,+9.918581+3.944492j
-0.891763+0.452502j,+0.989610-0.143780j,+5.241588+0.207270j
+0.000076+1.000000j,-0.979837-0.199800j,-7.838467+1.401600j
+0.917932+0.396738j,+0.847708+0.530464j,+9.535456+5.433925j
+0.529469-0.848329j,-0.705069-0.709139j,-4.052143-8.218098j
+0.541604+0.840634j,-0.068217+0.997670j,+1.079074+10.503265j
-0.973195-0.229982j,-0.864055-0.503398j,-9.832023-4.717129j
-0.450749-0.892651j,+0.955523+0.294917j,+6.291936-0.318614j
+0.725586+0.688132j,+0.986656-0.162822j,+10.070001+0.761822j
-0.968746+0.248056j,+0.518667+0.854976j,+1.243099+7.583978j
+0.978415-0.206650j,+0.294370+0.955692j,+5.290201+7.025583j
-0.813303-0.581841j,-0.857090+0.515167j,-9.296626+2.375813j
+0.978754+0.205039j,-0.008974+0.999960j,+2.864467+8.614794j
+0.418077-0.908412j,+0.941195-0.337863j,+8.783794-5.428138j
-0.928420-0.371531j,-0.927559+0.373677j,-10.205733+1.874820j
+0.916645-0.399702j,+0.723439-0.690388j,+8.537450-6.722209j
+0.726402+0.687270j,-0.908883-0.417051j,-5.091856-1.274602j
+0.448344+0.893861j,-0.996869-0.079071j,-6.629920+2.049017j
+0.881901-0.471435j,+0.039483-0.999220j,+2.961567-9.408067j
-0.791980-0.610546j,-0.990616+0.136672j,-10.300872-0.738262j
-0.985945-0.167068j,-0.572714-0.819756j,-7.539544-7.059249j
-0.349438+0.936960j,-0.832595-0.553883j,-7.709071-1.620182j
-0.964729+0.263247j,-0.561000+0.827816j,-7.382186+7.412266j
-0.879677-0.475572j,+0.482517-0.875887j,+1.221107-8.433808j
-0.797207+0.603706j,-0.539181-0.842190j,-6.705070-4.926399j
+0.960847-0.277080j,-0.155207-0.987882j,+1.640888-8.734297j
+0.033935-0.999424j,-0.429822+0.902914j,-3.336770+4.225038j
-0.728113+0.685457j,+0.242441-0.970166j,-0.244809-5.704958j
-0.131966+0.991254j,+0.003596+0.999994j,-0.367128+10.973711j
+0.685995-0.727606j,-0.988759-0.149521j,-5.852082-3.378988j
+0.212990+0.977054j,+0.521192+0.853440j,+4.808504+9.758681j
+0.998032-0.062706j,-0.918030-0.396511j,-4.350144-3.360203j
+0.495972-0.868338j,+0.303077-0.952966j,+3.912532-10.228744j
+0.017162-0.999853j,+0.042430+0.999099j,+0.390926+4.993237j
+0.009847-0.999952j,-0.466088+0.884739j,-3.699161+4.078054j
+0.411321-0.911491j,+0.348213+0.937416j,+4.019665+4.764852j
-0.003596-0.999994j,-0.063371-0.997990j,-0.517756-10.983901j
+0.927274-0.374384j,-0.706939+0.707274j,-2.873694+4.535041j
-0.999927+0.012071j,+0.911270+0.411809j,+4.290380+3.330684j
-0.135234-0.990814j,-0.817176+0.576389j,-6.943107+1.638668j
+0.120835-0.992673j,+0.700889-0.713271j,+5.969616-8.684183j
+0.908052+0.418856j,+0.160245+0.987077j,+4.006114+9.153188j
-0.935859+0.352374j,+0.650267+0.759706j,+2.394558+7.134767j
-0.044460+0.999011j,+0.347038+0.937851j,+2.642929+10.499841j
-0.496031+0.868305j,-0.905059-0.425286j,-8.728563-0.797375j
+0.235542-0.971864j,-0.145928+0.989295j,-0.460797+4.998769j
-0.511190-0.859468j,+0.996494+0.083663j,+6.438384-1.909102j
+0.460218+0.887806j,+0.821562+0.570119j,+7.953152+7.224370j
+0.900347+0.435173j,-0.582317-0.812962j,-1.957493-5.198178j
-0.674135-0.738608j,-0.134546-0.990907j,-3.098773-10.143082j
-0.690364+0.723462j,-0.816044+0.577990j,-8.599443+6.794306j
+0.774490-0.632586j,-0.474851-0.880066j,-1.475339-8.938289j
+0.918878+0.394542j,-0.361740+0.932279j,-0.137284+8.641859j
-0.634749-0.772718j,-0.968063+0.250705j,-9.648756-0.312512j
+0.933369+0.358917j,-0.902941+0.429765j,-4.423417+4.514874j
-0.610261-0.792200j,-0.960787+0.277287j,-9.517081-0.158304j
+0.056394-0.998409j,+0.770739+0.637151j,+6.335093+2.101982j
-0.991417-0.130740j,+0.125871+0.992047j,-1.967286+7.544153j
-0.235234-0.971939j,-0.963092+0.269173j,-8.410437-0.762435j
-0.805626+0.592424j,-0.706519+0.707694j,-8.069030+7.438825j
-0.219762+0.975553j,+0.996019+0.089137j,+7.308868+3.639757j
