V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,R2
2.88591+j2.21516,4.29464+j1.119,4.57276-j0.247922,4.21468-j1.25134,3.65492-j1.84493,3.09765-j2.14733,2.61124-j2.27093,2.20707-j2.29149,1.87709-j2.25505,1.60865-j2.18857,4788
2.87635+j2.22697,4.30057+j1.13583,4.58797-j0.240268,4.22941-j1.25288,3.66559-j1.85126,3.10431-j2.15518,2.61489-j2.27865,2.20872-j2.29845,1.87746-j2.26108,1.60823-j2.1937,4729.2
2.87892+j2.22381,4.29899+j1.13131,4.58389-j0.242328,4.22545-j1.25247,3.66273-j1.84957,3.10252-j2.15307,2.61391-j2.27658,2.20828-j2.29659,1.87736-j2.25946,1.60834-j2.19233,4744.8
2.7951+j2.31996,4.34543+j1.27697,4.71427-j0.173928,4.35299-j1.26513,3.75479-j1.9044,3.15941-j2.22097,2.64474-j2.34315,2.22179-j2.35627,1.87997-j2.31094,1.6043-j2.23598,4299.6
2.80854+j2.30543,4.33866+j1.25381,4.69369-j0.185079,4.3327-j1.26321,3.74019-j1.89567,3.15046-j2.21018,2.63995-j2.33261,2.21974-j2.34685,1.87963-j2.30285,1.605-j2.22914,4363.2
2.84711+j2.26192,4.31782+j1.18697,4.63399-j0.216671,4.27417-j1.25747,3.69798-j1.87051,3.12443-j2.17903,2.62589-j2.3021,2.21361-j2.31953,1.87849-j2.2793,1.60689-j2.20919,4561.2
2.87175+j2.23259,4.30337+j1.14391,4.59526-j0.236573,4.23648-j1.25362,3.67071-j1.8543,3.1075-j2.15895,2.61665-j2.28237,2.2095-j2.30179,1.87763-j2.26397,1.60803-j2.19617,4701.6
2.38131+j2.64966,4.44971+j1.97865,5.32037+j0.220998,4.98657-j1.30778,4.20169-j2.17691,3.42026-j2.55545,2.77431-j2.66253,2.26902-j2.63522,1.87827-j2.54606,1.57462-j2.43158,3076.8
2.63616+j2.47056,4.40829+j1.54749,4.95127-j0.0354415,4.59184-j1.28515,3.92524-j2.00709,3.26188-j2.34764,2.69801-j2.46577,2.24326-j2.46482,1.88196-j2.4035,1.59479-j2.31372,3699.6
2.80953+j2.30435,4.33814+j1.2521,4.69217-j0.1859,4.3312-j1.26306,3.73911-j1.89502,3.14979-j2.20938,2.63959-j2.33182,2.21959-j2.34616,1.8796-j2.30225,1.60505-j2.22863,4368
2.82169+j2.29091,4.33179+j1.23109,4.67345-j0.195916,4.31279-j1.26129,3.72585-j1.88711,3.14165-j2.19959,2.63521-j2.32225,2.21769-j2.33759,1.87927-j2.29488,1.60566-j2.22239,4428
2.80904+j2.30489,4.33839+j1.25296,4.69293-j0.18549,4.33195-j1.26313,3.73965-j1.89535,3.15013-j2.20978,2.63977-j2.33221,2.21966-j2.3465,1.87962-j2.30255,1.60502-j2.22888,4365.6
2.04421+j2.80222,4.39495+j2.5595,5.81111+j0.657564,5.57414-j1.31746,4.60218-j2.43027,3.63272-j2.86073,2.86426-j2.94172,2.28898-j2.86922,1.8605-j2.73652,1.53751-j2.58557,2546.4
2.54831+j2.53981,4.43051+j1.69587,5.0792+j0.047466,4.72513-j1.29424,4.01931-j2.06442,3.31685-j2.41804,2.72534-j2.53304,2.25323-j2.5236,1.8816-j2.45305,1.58853-j2.35494,3451.2
2.65588+j2.45376,4.40212+j1.51412,4.92233-j0.0533774,4.56215-j1.28292,3.90419-j1.99432,3.24941-j2.33192,2.69169-j2.45067,2.24085-j2.45155,1.8819-j2.39225,1.59609-j2.30432,3762
2.31887+j2.68435,4.44919+j2.08504,5.41054+j0.292183,5.08828-j1.31151,4.27191-j2.2207,3.45895-j2.60864,2.79179-j2.71202,2.27393-j2.67737,1.87613-j2.58081,1.56871-j2.45997,2960.4
2.47123+j2.59379,4.44309+j1.82614,5.19065+j0.124738,4.84418-j1.30111,4.10269-j2.11562,3.36465-j2.48072,2.74838-j2.5924,2.26101-j2.57502,1.88049-j2.49607,1.58244-j2.39051,3265.2
2.49829+j2.57551,4.4394+j1.78038,5.15158+j0.0970924,4.80211-j1.29882,4.07329-j2.09753,3.34789-j2.45859,2.74039-j2.5715,2.25838-j2.55696,1.88097-j2.481,1.58465-j2.37807,3327.6
2.53469+j2.54978,4.4332+j1.71888,5.09894+j0.0607985,4.74601-j1.29553,4.03397-j2.07339,3.32532-j2.42904,2.72947-j2.54349,2.25467-j2.53269,1.88146-j2.46067,1.58749-j2.36126,3416.4
1.95136+j2.83059,4.35613+j2.72224,5.94845+j0.804745,5.75713-j1.31461,4.72446-j2.50939,3.69364-j2.95476,2.88721-j3.02536,2.29149-j2.93758,1.85267-j2.79103,1.52478-j2.62891,2432.4
2.54131+j2.54496,4.43192+j1.7077,5.08934+j0.0543028,4.73586-j1.29491,4.02683-j2.06903,3.3212-j2.42369,2.72747-j2.53841,2.25397-j2.52827,1.88153-j2.45697,1.588-j2.35819,3433.2
2.86147+j2.24497,4.3095+j1.1619,4.61147-j0.228299,4.25223-j1.25524,3.68211-j1.86107,3.1146-j2.16734,2.62053-j2.29062,2.21124-j2.30921,1.878-j2.27039,1.60756-j2.20162,4641.6
2.86748+j2.23777,4.30594+j1.15139,4.60201-j0.233138,4.24303-j1.2543,3.67546-j1.85712,3.11045-j2.16244,2.61827-j2.2858,2.21023-j2.30488,1.87779-j2.26665,1.60784-j2.19844,4676.4
2.6381+j2.46894,4.40771+j1.54421,4.94844-j0.037211,4.58893-j1.28493,3.92318-j2.00583,3.26066-j2.3461,2.69739-j2.46429,2.24302-j2.46352,1.88195-j2.4024,1.59492-j2.3128,3705.6
2.77593+j2.34013,4.35467+j1.30988,4.74342-j0.157899,4.38187-j1.2678,3.77553-j1.91681,3.17207-j2.23632,2.65149-j2.35811,2.22464-j2.36962,1.8804-j2.32239,1.60328-j2.24565,4213.2
2.74776+j2.3687,4.36739+j1.35806,4.78593-j0.134032,4.42421-j1.2716,3.80588-j1.93501,3.19051-j2.25881,2.66122-j2.37998,2.2287-j2.38908,1.88093-j2.33905,1.60172-j2.2597,4094.4
2.6404+j2.46699,4.40701+j1.54031,4.94505-j0.0393215,4.58545-j1.28467,3.92071-j2.00434,3.25921-j2.34426,2.69665-j2.46252,2.24274-j2.46197,1.88194-j2.40108,1.59508-j2.3117,3712.8
2.48596+j2.58393,4.44118+j1.80123,5.16939+j0.109619,4.82124-j1.29988,4.08667-j2.10576,3.35553-j2.46865,2.74404-j2.58101,2.25959-j2.56519,1.88077-j2.48787,1.58365-j2.38374,3298.8
2.83546+j2.27536,4.32433+j1.20722,4.65213-j0.207191,4.29189-j1.25923,3.71078-j1.87813,3.13235-j2.18846,2.63019-j2.31135,2.2155-j2.32783,1.87886-j2.28647,1.60634-j2.21527,4498.8
2.75247+j2.36401,4.36534+j1.35004,4.77887-j0.138042,4.41714-j1.27097,3.80081-j1.93197,3.18744-j2.25506,2.65961-j2.37634,2.22804-j2.38584,1.88085-j2.33629,1.60198-j2.25736,4113.6
2.40665+j2.63464,4.44872+j1.9356,5.28382+j0.193158,4.94601-j1.30605,4.17356-j2.15945,3.40458-j2.53418,2.7671-j2.64264,2.26688-j2.61822,1.879-j2.53198,1.5769-j2.42004,3127.2
2.20807+j2.73839,4.43773+j2.27513,5.57119+j0.428475,5.27581-j1.31613,4.40039-j2.30151,3.52816-j2.70636,2.82186-j2.802,2.2813-j2.75325,1.87108-j2.64289,1.55719-j2.51035,2776.8
2.80126+j2.31335,4.34236+j1.26637,4.70486-j0.179043,4.34371-j1.26425,3.74811-j1.90041,3.15532-j2.21603,2.64256-j2.33833,2.22085-j2.35196,1.87981-j2.30724,1.60462-j2.23286,4328.4
2.6712+j2.44039,4.39703+j1.4882,4.8998-j0.0671432,4.53912-j1.28114,3.88783-j1.98442,3.23971-j2.31974,2.68673-j2.43893,2.23892-j2.44122,1.88182-j2.38349,1.59709-j2.29699,3812.4
2.51875+j2.56121,4.43609+j1.7458,5.122+j0.0765657,4.77051-j1.297,4.05115-j2.08393,3.33521-j2.44195,2.73427-j2.55574,2.25632-j2.54332,1.88127-j2.46958,1.58626-j2.36863,3376.8
2.1836+j2.7491,4.43334+j2.31735,5.60682+j0.460467,5.31863-j1.31677,4.42955-j2.31998,3.54358-j2.72861,2.82835-j2.82231,2.2827-j2.77025,1.86975-j2.65671,1.55446-j2.52152,2739.6
2.28441+j2.70216,4.44709+j2.14399,5.4604+j0.333147,5.14557-j1.31323,4.3113-j2.24538,3.48039-j2.63855,2.80127-j2.73969,2.27641-j2.7008,1.87473-j2.60005,1.56526-j2.47564,2900.4
2.6986+j2.41568,4.38723+j1.44175,4.8593-j0.0914356,4.49799-j1.27785,3.85856-j1.96673,3.22223-j2.29794,2.67775-j2.4179,2.23539-j2.42266,1.88159-j2.36771,1.59881-j2.28378,3907.2
2.27375+j2.70748,4.44617+j2.16225,5.47584+j0.34607,5.16347-j1.31371,4.32358-j2.2531,3.48704-j2.64789,2.80418-j2.7483,2.27713-j2.70807,1.87427-j2.60601,1.56419-j2.48047,2882.4
2.76735+j2.34897,4.35865+j1.32459,4.75642-j0.150664,4.39478-j1.26897,3.78479-j1.92236,3.17771-j2.24318,2.65447-j2.36479,2.2259-j2.37557,1.88058-j2.3275,1.60281-j2.24995,4176
2.76169+j2.35472,4.36123+j1.33426,4.76496-j0.145883,4.40328-j1.26974,3.79089-j1.92602,3.18141-j2.24769,2.65643-j2.36918,2.22671-j2.37947,1.88069-j2.33084,1.6025-j2.25278,4152
2.39169+j2.64358,4.44939+j1.96101,5.3054+j0.209529,4.96992-j1.30709,4.19015-j2.16974,3.41383-j2.54671,2.77137-j2.65437,2.26816-j2.62826,1.87858-j2.5403,1.57556-j2.42686,3097.2
2.23786+j2.72477,4.44216+j2.22386,5.52789+j0.390499,5.22442-j1.31515,4.36531-j2.27936,3.50947-j2.67963,2.81389-j2.77751,2.27948-j2.73269,1.8726-j2.62613,1.56042-j2.4968,2823.6
2.86789+j2.23727,4.30569+j1.15068,4.60136-j0.233467,4.2424-j1.25423,3.675-j1.85685,3.11017-j2.16211,2.61811-j2.28547,2.21015-j2.30458,1.87778-j2.2664,1.60785-j2.19822,4678.8
2.85298+j2.25504,4.31446+j1.17673,4.6248-j0.221435,4.26521-j1.25657,3.69151-j1.86666,3.12042-j2.17425,2.62371-j2.29741,2.21265-j2.31532,1.8783-j2.27567,1.60717-j2.20611,4593.6
2.75334+j2.36314,4.36495+j1.34854,4.77754-j0.138788,4.41583-j1.27086,3.79988-j1.93141,3.18687-j2.25436,2.65931-j2.37567,2.22791-j2.38523,1.88084-j2.33577,1.60203-j2.25693,4117.2
2.32424+j2.68149,4.4494+j2.07588,5.40278+j0.285914,5.07943-j1.31121,4.26582-j2.21689,3.45562-j2.60402,2.79031-j2.70773,2.27353-j2.67373,1.87633-j2.57783,1.56923-j2.45753,2970
2.1868+j2.74772,4.43396+j2.31183,5.60216+j0.456245,5.31301-j1.31669,4.42572-j2.31755,3.54156-j2.72568,2.8275-j2.81965,2.28252-j2.76803,1.86992-j2.6549,1.55481-j2.52006,2744.4
2.01867+j2.81057,4.38536+j2.60416,5.8488+j0.696684,5.62337-j1.31696,4.63518-j2.45154,3.64934-j2.88608,2.87065-j2.96436,2.28981-j2.88781,1.85848-j2.75139,1.53413-j2.59742,2514
2.88147+j2.22068,4.29741+j1.12683,4.57985-j0.244366,4.22154-j1.25206,3.65989-j1.84788,3.10075-j2.15099,2.61294-j2.27453,2.20784-j2.29473,1.87727-j2.25786,1.60846-j2.19097,4760.4
2.84112+j2.26887,4.3212+j1.1974,4.64333-j0.211801,4.2833-j1.25838,3.70457-j1.87443,3.12852-j2.18389,2.62811-j2.30686,2.21459-j2.32381,1.87868-j2.28299,1.60661-j2.21231,4528.8
2.865+j2.24074,4.30741+j1.15572,4.6059-j0.231149,4.24681-j1.25469,3.6782-j1.85875,3.11216-j2.16446,2.6192-j2.28779,2.21064-j2.30667,1.87788-j2.26819,1.60772-j2.19975,4662
2.47864+j2.58885,4.44216+j1.81361,5.17996+j0.11711,4.83263-j1.3005,4.09462-j2.11065,3.36006-j2.47464,2.7462-j2.58666,2.2603-j2.57007,1.88063-j2.49195,1.58305-j2.3871,3282
2.7925+j2.32273,4.34671+j1.28144,4.71823-j0.171765,4.35692-j1.26549,3.75761-j1.90608,3.16113-j2.22306,2.64566-j2.34518,2.22218-j2.35809,1.88003-j2.3125,1.60417-j2.2373,4287.6
2.64916+j2.45955,4.40428+j1.52551,4.93221-j0.047284,4.57227-j1.28369,3.91137-j1.99867,3.25368-j2.33729,2.69386-j2.45582,2.24167-j2.45608,1.88192-j2.3961,1.59565-j2.30754,3740.4
2.26944+j2.70961,4.44576+j2.16963,5.48208+j0.351326,5.17073-j1.31389,4.32856-j2.25623,3.48972-j2.65167,2.80535-j2.75178,2.27742-j2.71102,1.87408-j2.60842,1.56373-j2.48244,2875.2
2.6996+j2.41476,4.38685+j1.44004,4.85781-j0.0923193,4.49648-j1.27773,3.85749-j1.96609,3.22159-j2.29714,2.67742-j2.41713,2.23526-j2.42198,1.88158-j2.36713,1.59887-j2.2833,3910.8
2.8799+j2.22261,4.29838+j1.12958,4.58234-j0.243114,4.22395-j1.25231,3.66164-j1.84892,3.10184-j2.15227,2.61354-j2.27579,2.20811-j2.29587,1.87732-j2.25885,1.60838-j2.1918,4750.8
2.82854+j2.28322,4.32812+j1.21924,4.66287-j0.201529,4.30242-j1.26027,3.71837-j1.88265,3.13703-j2.19406,2.63272-j2.31684,2.21661-j2.33275,1.87907-j2.2907,1.606-j2.21886,4462.8
2.15592+j2.7607,4.42755+j2.36521,5.64721+j0.497547,5.36776-j1.31732,4.46291-j2.34117,3.5611-j2.75408,2.83562-j2.84551,2.28417-j2.7896,1.86813-j2.6724,1.55129-j2.53416,2698.8
2.50737+j2.56922,4.43799+j1.76504,5.13846+j0.0879487,4.78808-j1.29802,4.06347-j2.09149,3.34227-j2.4512,2.73768-j2.56451,2.25748-j2.55091,1.8811-j2.47593,1.58537-j2.37389,3349.2
2.80679+j2.30733,4.33954+j1.25682,4.69636-j0.183636,4.33534-j1.26346,3.74208-j1.8968,3.15162-j2.21158,2.64057-j2.33397,2.22-j2.34808,1.87967-j2.3039,1.60491-j2.23003,4354.8
2.55339+j2.53604,4.42945+j1.68729,5.07183+j0.0425316,4.71738-j1.29376,4.01385-j2.06108,3.31369-j2.41395,2.7238-j2.52914,2.25268-j2.52021,1.88165-j2.4502,1.58891-j2.35258,3464.4
2.19157+j2.74565,4.43484+j2.30358,5.59521+j0.449964,5.30463-j1.31658,4.42001-j2.31394,3.53855-j2.72133,2.82624-j2.81567,2.28225-j2.7647,1.87019-j2.6522,1.55537-j2.51787,2751.6
2.73726+j2.37903,4.37188+j1.37598,4.80168-j0.125038,4.43997-j1.27297,3.81715-j1.94179,3.19732-j2.26717,2.66479-j2.3881,2.23016-j2.39628,1.88111-j2.34522,1.60111-j2.26488,4052.4
2.79145+j2.32384,4.34722+j1.28324,4.71983-j0.170894,4.35849-j1.26564,3.75874-j1.90676,3.16182-j2.22389,2.64604-j2.346,2.22234-j2.35882,1.88005-j2.31313,1.60411-j2.23783,4282.8
2.8304+j2.28112,4.3271+j1.21601,4.65998-j0.203053,4.29959-j1.26,3.71633-j1.88144,3.13578-j2.19256,2.63204-j2.31536,2.21631-j2.33143,1.87901-j2.28956,1.60609-j2.21789,4472.4
2.80929+j2.30462,4.33827+j1.25252,4.69255-j0.185695,4.33158-j1.2631,3.73938-j1.89519,3.14996-j2.20958,2.63968-j2.33202,2.21962-j2.34633,1.87961-j2.3024,1.60503-j2.22876,4366.8
2.83409+j2.27692,4.32509+j1.20961,4.65426-j0.20607,4.29398-j1.25944,3.71229-j1.87903,3.13328-j2.18957,2.63069-j2.31244,2.21572-j2.3288,1.87891-j2.28731,1.60627-j2.21598,4491.6
2.77429+j2.34184,4.35544+j1.3127,4.74592-j0.156515,4.38434-j1.26803,3.7773-j1.91787,3.17315-j2.23763,2.65206-j2.35939,2.22489-j2.37076,1.88043-j2.32337,1.60319-j2.24648,4206
2.7651+j2.35127,4.35969+j1.32844,4.75983-j0.148763,4.39817-j1.26928,3.78722-j1.92381,3.17918-j2.24497,2.65526-j2.36654,2.22622-j2.37712,1.88062-j2.32882,1.60268-j2.25108,4166.4
2.84557+j2.26371,4.31869+j1.18966,4.6364-j0.21542,4.27652-j1.25771,3.69968-j1.87152,3.12548-j2.18028,2.62647-j2.30332,2.21387-j2.32063,1.87854-j2.28025,1.60682-j2.20999,4552.8
2.73113+j2.38499,4.37443+j1.38643,4.81086-j0.11976,4.44918-j1.27376,3.82373-j1.94575,3.2013-j2.27206,2.66687-j2.39284,2.23102-j2.40049,1.88119-j2.3488,1.60076-j2.2679,4028.4
2.76846+j2.34783,4.35814+j1.32267,4.75473-j0.151609,4.3931-j1.26882,3.78359-j1.92164,3.17698-j2.24229,2.65408-j2.36392,2.22573-j2.37479,1.88055-j2.32683,1.60287-j2.24939,4180.8
2.41137+j2.63178,4.44846+j1.9276,5.27702+j0.188041,4.93849-j1.30572,4.16834-j2.15621,3.40166-j2.53024,2.76575-j2.63895,2.26647-j2.61506,1.87913-j2.52936,1.57732-j2.41789,3136.8
2.76481+j2.35155,4.35981+j1.32892,4.76024-j0.148523,4.39859-j1.26932,3.78752-j1.924,3.17937-j2.2452,2.65535-j2.36676,2.22626-j2.37731,1.88063-j2.329,1.60267-j2.25122,4165.2
2.83455+j2.2764,4.32483+j1.20881,4.65354-j0.206445,4.29328-j1.25937,3.71178-j1.87873,3.13297-j2.18921,2.63052-j2.31207,2.21565-j2.32848,1.87889-j2.28703,1.60629-j2.21574,4494
2.5741+j2.52038,4.42487+j1.65233,5.04178+j0.0225934,4.6858-j1.29171,3.99162-j2.04749,3.30078-j2.39729,2.71744-j2.51327,2.25043-j2.50638,1.88181-j2.43858,1.59044-j2.34293,3519.6
2.30046+j2.69398,4.44823+j2.11651,5.43717+j0.313911,5.11877-j1.31246,4.29289-j2.23384,3.47039-j2.62457,2.79687-j2.72676,2.27527-j2.68987,1.8754-j2.59108,1.5669-j2.46833,2928
2.56385+j2.52819,4.4272+j1.66964,5.05667+j0.0324246,4.70141-j1.29273,4.00262-j2.05421,3.30718-j2.40553,2.7206-j2.52113,2.25155-j2.51323,1.88173-j2.44433,1.58969-j2.34771,3492
2.83615+j2.27458,4.32396+j1.20604,4.65106-j0.207749,4.29086-j1.25914,3.71003-j1.87768,3.13189-j2.18791,2.62994-j2.31081,2.21539-j2.32734,1.87884-j2.28604,1.60637-j2.21491,4502.4
2.1852+j2.74841,4.43365+j2.31458,5.60449+j0.458352,5.31582-j1.31674,4.42763-j2.31877,3.54257-j2.72714,2.82792-j2.82098,2.28261-j2.76914,1.86984-j2.6558,1.55463-j2.52079,2742
2.48544+j2.58427,4.44125+j1.80211,5.17014+j0.11015,4.82206-j1.29993,4.08723-j2.10611,3.35585-j2.46908,2.74419-j2.58141,2.25964-j2.56554,1.88075-j2.48816,1.58361-j2.38399,3297.6
2.423+j2.62465,4.44771+j1.90784,5.26023+j0.175493,4.92001-j1.30487,4.1555-j2.14825,3.39447-j2.52055,2.7624-j2.62986,2.26545-j2.60726,1.87943-j2.52289,1.57834-j2.41257,3160.8
2.66616+j2.44483,4.39874+j1.49674,4.90723-j0.0626236,4.5467-j1.28173,3.89322-j1.98768,3.24291-j2.32375,2.68837-j2.4428,2.23956-j2.44462,1.88184-j2.38638,1.59676-j2.29942,3795.6
2.34918+j2.66791,4.44997+j2.03333,5.36674+j0.25715,5.03858-j1.30979,4.23764-j2.1993,3.44015-j2.58267,2.78336-j2.6879,2.27161-j2.65686,1.87723-j2.56393,1.57163-j2.4462,3015.6
1.9806+j2.82224,4.36954+j2.67088,5.90511+j0.756894,5.69828-j1.31583,4.68525-j2.48393,3.6743-j2.92457,2.88007-j2.99862,2.29085-j2.91582,1.85529-j2.77373,1.52893-j2.61518,2467.2
2.78512+j2.33054,4.3503+j1.29412,4.72948-j0.1656,4.36804-j1.26653,3.76561-j1.91087,3.16602-j2.22897,2.64826-j2.35094,2.22329-j2.36324,1.8802-j2.31692,1.60378-j2.24103,4254
2.74658+j2.36987,4.3679+j1.36009,4.78771-j0.133019,4.42599-j1.27175,3.80715-j1.93578,3.19127-j2.25975,2.66163-j2.38091,2.22887-j2.38989,1.88096-j2.33975,1.60165-j2.26029,4089.6
2.54272+j2.54393,4.43164+j1.70532,5.0873+j0.0529251,4.73371-j1.29478,4.02532-j2.0681,3.32033-j2.42255,2.72704-j2.53733,2.25382-j2.52733,1.88154-j2.45618,1.58811-j2.35753,3436.8
2.06911+j2.79369,4.40351+j2.51605,5.77447+j0.620383,5.52694-j1.31774,4.57045-j2.40988,3.61661-j2.8364,2.85798-j2.91989,2.28807-j2.85125,1.86236-j2.72211,1.54071-j2.57405,2578.8
2.6381+j2.46894,4.40771+j1.54421,4.94844-j0.037211,4.58893-j1.28493,3.92318-j2.00583,3.26066-j2.3461,2.69739-j2.46429,2.24302-j2.46352,1.88195-j2.4024,1.59492-j2.3128,3705.6
2.68771+j2.42561,4.39122+j1.46021,4.87541-j0.0818366,4.51433-j1.27918,3.87019-j1.97375,3.22919-j2.3066,2.68134-j2.42626,2.23682-j2.43005,1.8817-j2.374,1.59813-j2.28905,3868.8
2.28933+j2.69967,4.44747+j2.13556,5.45327+j0.32722,5.13733-j1.313,4.30565-j2.24183,3.47732-j2.63425,2.79992-j2.73571,2.27606-j2.69745,1.87494-j2.5973,1.56578-j2.47339,2908.8
2.4844+j2.58498,4.44139+j1.80387,5.17164+j0.111213,4.82367-j1.30002,4.08836-j2.1068,3.3565-j2.46993,2.7445-j2.58222,2.25975-j2.56624,1.88073-j2.48874,1.58353-j2.38446,3295.2
2.68529+j2.4278,4.39209+j1.46431,4.87899-j0.0796937,4.51795-j1.27947,3.87278-j1.97532,3.23073-j2.30853,2.68213-j2.42811,2.23712-j2.43168,1.88172-j2.37539,1.59798-j2.29021,3860.4
2.44843+j2.60865,4.44559+j1.86476,5.22356+j0.148496,4.87989-j1.30294,4.12759-j2.131,3.37875-j2.49948,2.75505-j2.61008,2.26315-j2.59025,1.88002-j2.50876,1.58054-j2.40096,3214.8
2.47495+j2.59132,4.44263+j1.81986,5.18529+j0.120907,4.83838-j1.30081,4.09864-j2.11313,3.36235-j2.47767,2.74729-j2.58952,2.26065-j2.57254,1.88056-j2.494,1.58275-j2.38881,3273.6
2.27088+j2.7089,4.4459+j2.16717,5.47999+j0.349568,5.16831-j1.31384,4.3269-j2.25518,3.48883-j2.65041,2.80496-j2.75062,2.27733-j2.71004,1.87414-j2.60762,1.5639-j2.48177,2877.6
2.72458+j2.39128,4.37711+j1.39757,4.82064-j0.114104,4.45899-j1.2746,3.83075-j1.94997,3.20552-j2.27727,2.66908-j2.39789,2.23191-j2.40497,1.88129-j2.35262,1.60037-j2.27111,4003.2
1.96558+j2.8266,4.36279+j2.69726,5.92737+j0.781302,5.72837-j1.31525,4.70531-j2.49694,3.68423-j2.94001,2.88375-j3.01231,2.2912-j2.92697,1.85396-j2.7826,1.52682-j2.62222,2449.2
2.24234+j2.72267,4.44273+j2.21616,5.52138+j0.384869,5.21675-j1.31499,4.36006-j2.27605,3.50666-j2.67564,2.81269-j2.77384,2.2792-j2.7296,1.87282-j2.62362,1.56091-j2.49475,2830.8
2.86189+j2.24447,4.30926+j1.16117,4.61081-j0.228636,4.25159-j1.25518,3.68166-j1.8608,3.11431-j2.167,2.62037-j2.29028,2.21117-j2.30892,1.87799-j2.27013,1.60758-j2.2014,4644
2.42069+j2.62608,4.44788+j1.91177,5.26356+j0.177975,4.92367-j1.30504,4.15805-j2.14984,3.39589-j2.52246,2.76307-j2.63167,2.26565-j2.6088,1.87937-j2.52417,1.57815-j2.41364,3156
2.84379+j2.26577,4.3197+j1.19274,4.63916-j0.213979,4.27922-j1.25797,3.70163-j1.87268,3.12669-j2.18172,2.62712-j2.30473,2.21415-j2.32189,1.8786-j2.28135,1.60674-j2.21092,4543.2
2.32223+j2.68257,4.44932+j2.07931,5.40568+j0.288256,5.08274-j1.31133,4.26809-j2.21832,3.45687-j2.60575,2.79087-j2.70934,2.27368-j2.67509,1.87626-j2.57895,1.56905-j2.45844,2966.4
2.58974+j2.50825,4.4211+j1.62593,5.01904+j0.0077343,4.66205-j1.29012,3.97487-j2.03727,3.29102-j2.38474,2.71261-j2.5013,2.24868-j2.49593,1.88189-j2.42977,1.59157-j2.33561,3562.8
2.16987+j2.75492,4.43058+j2.34107,5.62684+j0.478736,5.34291-j1.31707,4.44604-j2.33045,3.55226-j2.7412,2.83196-j2.83379,2.28344-j2.77983,1.86896-j2.66448,1.55291-j2.52778,2719.2
2.57761+j2.51767,4.42404+j1.64639,5.03667+j0.0192366,4.68045-j1.29136,3.98786-j2.04519,3.2986-j2.39446,2.71636-j2.51058,2.25004-j2.50403,1.88183-j2.4366,1.5907-j2.34129,3529.2
2.34075+j2.67256,4.44985+j2.04771,5.37893+j0.266808,5.05235-j1.31029,4.24715-j2.20523,3.44537-j2.58986,2.78572-j2.69459,2.27227-j2.66256,1.87694-j2.56863,1.57083-j2.45003,3000
2.67901+j2.43345,4.39433+j1.47497,4.88828-j0.0741115,4.52739-j1.28022,3.87949-j1.97937,3.23473-j2.31352,2.68419-j2.43294,2.23793-j2.43594,1.88176-j2.379,1.59759-j2.29324,3838.8
2.60114+j2.49922,4.41817+j1.60665,5.00243-j0.00300612,4.64474-j1.28894,3.96267-j2.02984,3.28388-j2.37561,2.70905-j2.49256,2.24738-j2.4883,1.88193-j2.42333,1.59238-j2.33026,3595.2
2.32491+j2.68114,4.44942+j2.07474,5.40181+j0.285136,5.07833-j1.31118,4.26506-j2.21642,3.4552-j2.60344,2.79013-j2.7072,2.27348-j2.67328,1.87636-j2.57745,1.56931-j2.45722,2971.2
2.86542+j2.24024,4.30717+j1.155,4.60526-j0.231482,4.24619-j1.25462,3.67775-j1.85848,3.11188-j2.16412,2.61904-j2.28745,2.21057-j2.30637,1.87787-j2.26793,1.60774-j2.19953,4664.4
2.81028+j2.30353,4.33776+j1.25082,4.69102-j0.186513,4.33008-j1.26295,3.7383-j1.89454,3.1493-j2.20878,2.63933-j2.33124,2.21947-j2.34564,1.87958-j2.3018,1.60509-j2.22825,4371.6
2.33419+j2.67614,4.4497+j2.05889,5.3884+j0.274365,5.06308-j1.31066,4.25455-j2.20985,3.44945-j2.59548,2.78754-j2.6998,2.27277-j2.667,1.8767-j2.57228,1.57018-j2.45302,2988
2.42011+j2.62643,4.44792+j1.91275,5.2644+j0.178597,4.92459-j1.30509,4.15869-j2.15023,3.39626-j2.52295,2.76324-j2.63212,2.26571-j2.60919,1.87935-j2.5245,1.57809-j2.4139,3154.8
2.46695+j2.59661,4.4436+j1.83339,5.19683+j0.129161,4.85085-j1.30147,4.10735-j2.1185,3.36729-j2.48423,2.74964-j2.59571,2.26142-j2.57788,1.88041-j2.49845,1.58209-j2.39247,3255.6
2.49931+j2.57481,4.43925+j1.77866,5.1501+j0.0960662,4.80054-j1.29873,4.07219-j2.09685,3.34726-j2.45776,2.74008-j2.57072,2.25828-j2.55629,1.88098-j2.48043,1.58473-j2.3776,3330
2.07636+j2.79112,4.40587+j2.50341,5.7638+j0.609718,5.51332-j1.31778,4.56129-j2.40399,3.61194-j2.82938,2.85613-j2.91357,2.28779-j2.84604,1.86289-j2.71793,1.54164-j2.5707,2588.4
2.33419+j2.67614,4.4497+j2.05889,5.3884+j0.274365,5.06308-j1.31066,4.25455-j2.20985,3.44945-j2.59548,2.78754-j2.6998,2.27277-j2.667,1.8767-j2.57228,1.57018-j2.45302,2988
